ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
3444,3,2,0,1,144,3,1,1,6,2254,1
3445,4,2,1,0,156,0,1,1,3,3611,0
3446,0,2,3,3,141,0,1,1,7,3648,1
3447,1,2,2,1,65,1,1,0,3,3975,0
3448,2,2,0,2,48,2,1,0,9,2195,0
3449,4,2,2,0,67,2,2,1,1,3487,1
3450,3,2,2,2,150,1,1,0,4,3194,0
3451,4,2,1,1,117,1,2,1,9,4018,1
3452,0,2,3,0,27,0,1,0,8,3550,0
3453,1,2,2,2,96,1,1,1,0,2165,1
3454,2,2,2,3,53,1,1,0,7,3704,1
3455,4,2,3,2,110,2,0,0,0,2683,0
3456,3,2,4,3,147,4,1,1,7,3286,0
3457,4,2,2,4,40,1,1,0,0,2685,1
3458,0,2,2,0,74,0,2,0,4,3253,0
3459,1,2,0,3,84,0,1,0,7,2434,1
3460,2,2,1,4,124,0,1,0,0,3709,0
3461,4,2,1,2,48,0,1,1,5,4019,1
3462,3,2,1,3,175,0,2,1,5,2334,0
3463,4,2,2,3,90,0,2,0,8,2973,1
3464,0,2,0,4,151,2,2,1,3,3321,1
3465,1,2,2,3,106,1,2,1,1,2412,1
3466,2,2,2,2,47,1,2,0,2,3141,1
3467,4,2,1,0,84,1,1,0,9,3680,0
3468,3,2,2,4,125,1,2,0,2,2540,1
3469,4,2,2,2,77,1,1,0,6,2902,1
3470,0,2,0,4,11,1,2,1,1,2940,0
3471,1,2,1,3,163,0,2,0,2,2270,1
3472,2,2,3,3,38,1,2,1,3,2993,0
3473,4,2,1,1,108,2,1,1,3,2840,0
3474,3,2,0,1,65,3,2,1,2,2254,0
3475,4,2,4,3,4,3,1,0,6,3714,1
3476,0,2,3,1,164,2,2,0,2,3921,0
3477,1,2,3,1,100,1,1,0,3,2386,0
3478,2,2,3,1,164,1,1,1,0,2891,1
3479,4,2,1,0,97,2,1,1,4,2796,0
3480,3,2,2,0,162,1,2,1,6,2275,0
3481,4,2,2,2,158,2,1,1,8,2596,0
3482,0,2,1,4,120,2,1,0,2,3019,0
3483,1,2,2,0,177,1,1,0,4,3384,0
3484,2,2,2,3,127,2,1,1,0,2335,0
3485,4,2,2,0,86,0,2,0,9,3685,0
3486,3,2,1,3,105,1,1,0,5,3765,1
3487,4,2,2,2,153,1,2,0,5,3703,1
3488,0,2,3,3,56,1,1,1,0,3375,1
3489,1,2,1,0,148,2,2,1,5,2830,1
3490,2,2,1,0,160,2,2,0,2,2509,1
3491,4,2,2,1,127,1,2,1,2,3196,0
3492,3,2,1,1,89,0,0,0,2,2907,1
3493,4,2,1,0,70,1,2,1,8,2521,0
3494,0,2,1,3,17,1,2,1,0,3803,1
3495,1,2,2,0,38,0,2,0,6,3993,0
3496,2,2,2,2,132,0,0,0,3,2815,1
3497,4,2,1,3,108,0,1,0,9,3876,1
3498,3,2,1,0,56,0,2,0,1,2252,0
3499,4,2,1,1,99,0,2,1,8,3816,1
3500,0,2,2,1,96,4,0,0,2,3244,0
3501,1,2,2,1,151,1,2,1,7,3060,0
3502,2,2,1,0,39,0,2,1,1,2279,0
3503,4,2,2,1,113,0,2,0,0,3398,0
3504,3,2,0,3,77,0,1,1,0,2817,0
3505,4,2,2,3,126,0,1,1,4,3706,0
3506,0,2,2,2,96,1,2,0,9,2206,1
3507,1,2,1,4,110,1,2,0,5,3665,0
3508,2,2,1,2,179,2,2,1,5,2783,1
3509,4,2,0,2,96,1,2,0,7,3824,1
3510,3,2,4,2,25,1,2,0,9,3276,0
3511,4,2,2,1,81,1,1,1,7,2989,0
3512,0,2,1,0,147,1,1,0,1,3071,0
3513,1,2,1,1,166,2,1,1,0,2840,1
3514,2,2,0,3,93,1,1,1,2,3928,1
3515,4,2,3,3,82,0,1,0,3,3370,0
3516,3,2,1,3,136,1,2,0,0,2344,1
3517,4,2,2,4,158,1,1,1,0,2488,1
3518,0,2,1,0,52,0,2,1,4,2202,1
3519,1,2,2,2,157,2,0,1,3,2955,1
3520,2,2,2,4,127,1,2,0,8,3344,1
3521,4,2,0,1,94,0,2,1,6,2195,0
3522,3,2,3,2,85,2,1,0,1,3393,0
3523,4,2,0,2,130,1,1,1,7,3195,0
3524,0,2,1,3,86,0,2,1,7,2969,0
3525,1,2,0,3,95,1,2,0,5,2236,0
3526,2,2,1,0,127,2,1,1,0,2311,0
3527,4,2,2,4,178,1,2,1,3,2623,0
3528,3,2,2,3,122,0,1,1,8,3684,0
3529,4,2,1,4,101,1,1,1,2,3704,0
3530,0,2,2,1,41,1,1,0,5,3336,0
3531,1,2,0,0,67,1,1,0,2,3905,1
3532,2,2,2,3,122,2,1,1,5,2488,1
3533,4,2,3,0,149,1,1,1,5,2454,1
3534,3,2,1,4,85,0,2,1,1,2209,0
3535,4,1,4,2,126,3,0,0,1,2710,0
3536,0,1,2,4,163,0,1,1,6,2501,1
3537,1,1,1,3,61,1,2,0,5,3455,1
3538,2,1,2,2,41,1,2,0,9,2911,1
3539,4,1,1,2,146,1,1,0,7,2315,0
3540,3,1,2,4,58,2,2,1,6,3022,0
3541,4,1,1,1,54,0,1,0,2,2290,0
3542,0,1,3,2,78,1,2,0,6,3563,1
3543,1,1,3,4,169,1,0,0,2,3870,1
3544,2,1,1,3,152,2,2,1,7,2642,0
3545,4,1,2,2,90,1,1,1,6,3228,1
3546,3,1,2,1,56,1,2,1,5,3802,1
3547,4,1,1,2,67,1,2,1,1,3827,1
3548,0,1,2,4,72,2,2,1,4,3776,1
3549,1,1,2,2,6,1,2,0,2,2933,1
3550,2,1,1,0,73,0,2,0,0,2876,1
3551,4,1,4,0,67,2,0,1,2,2152,1
3552,3,1,0,0,58,1,2,0,3,3178,0
3553,4,1,1,4,175,0,1,0,2,2964,0
3554,0,1,1,3,86,1,2,0,6,3466,1
3555,1,1,2,0,77,1,1,0,4,3300,0
3556,2,1,3,1,148,0,1,1,9,3740,0
3557,4,0,2,4,118,0,1,1,7,2616,0
3558,3,0,2,3,114,0,0,1,5,2196,0
3559,4,0,3,2,98,5,2,0,9,3744,0
3560,0,0,2,2,89,7,0,0,6,2909,1
3561,1,0,1,2,25,0,1,1,9,3204,1
3562,2,0,1,0,107,1,2,0,2,2253,0
3563,4,0,0,4,38,7,0,1,7,3525,0
3564,3,0,1,2,167,1,2,0,8,3711,1
3565,4,0,3,0,183,6,1,0,5,3919,1
3566,0,0,2,4,126,1,1,0,4,3633,0
3567,1,0,2,0,137,0,1,1,8,2891,1
3568,2,0,2,3,175,1,1,1,2,2268,0
3569,4,0,1,3,22,2,1,1,5,3990,0
3570,3,0,1,3,87,0,1,1,4,2376,1
3571,4,0,1,3,121,1,1,0,4,2197,0
3572,0,0,1,4,149,7,2,1,7,2994,1
3573,1,0,1,3,47,2,2,1,4,3598,1
3574,2,0,1,2,53,1,2,0,2,2305,0
3575,4,0,2,4,179,4,2,1,9,387,1
3576,3,0,2,4,72,2,2,0,3,2869,1
3577,4,0,2,0,6,1,2,1,2,2295,0
3578,0,0,1,1,73,0,2,0,9,2159,1
3579,1,2,4,4,67,2,0,1,2,3194,1
3580,2,2,0,2,58,1,2,1,2,2583,0
3581,4,2,1,2,175,0,1,0,7,2552,1
3582,3,2,1,3,86,1,2,0,1,3346,1
3583,4,2,2,4,77,1,1,0,6,2521,0
3584,0,2,3,4,148,0,1,1,9,3830,0
3585,1,2,2,4,118,0,1,1,2,3599,0
3586,2,2,2,1,114,0,0,0,2,3908,1
3587,4,2,3,0,98,5,2,1,7,2864,0
3588,3,2,2,2,89,7,0,1,0,3056,0
3589,4,2,1,0,25,0,1,1,1,3278,1
3590,0,2,1,3,107,1,2,1,0,3596,0
3591,1,2,0,2,38,7,0,0,0,3679,0
3592,2,2,1,1,167,1,2,1,7,3501,1
3593,4,2,3,1,183,6,1,1,4,2878,0
3594,3,2,2,1,126,1,1,0,2,3204,0
3595,4,2,2,1,137,0,1,0,4,2765,0
3596,0,2,2,1,175,1,1,1,8,2205,0
3597,1,2,1,4,22,2,1,0,9,3743,1
3598,2,2,1,3,87,0,1,1,2,2295,1
3599,4,2,1,3,121,1,1,0,4,2969,1
3600,3,2,1,3,149,7,2,1,0,3423,0
3601,4,2,1,1,47,2,2,0,6,2590,0
3602,0,2,1,1,53,1,2,0,6,2169,1
3603,1,2,2,1,179,4,2,1,8,859,0
3604,2,2,5,3,186,3,1,1,4,145,0
3605,4,2,2,0,180,0,2,1,2,929,0
3606,3,2,2,4,148,1,1,1,5,347,1
3607,4,2,3,4,162,2,2,1,6,3531,0
3608,0,2,1,4,161,1,1,1,4,3703,0
3609,1,2,2,1,99,3,2,1,8,3249,1
3610,2,2,0,1,56,2,1,1,5,2704,1
3611,4,2,0,0,4,1,1,1,0,3813,1
3612,3,2,2,0,152,0,2,1,3,3820,0
3613,4,2,2,4,178,0,1,0,1,2596,1
3614,0,2,1,2,107,0,1,1,0,3311,0
3615,1,2,4,4,98,3,1,0,7,2870,0
3616,2,2,1,2,46,1,1,0,6,2548,0
3617,4,2,2,4,112,3,1,0,6,3866,0
3618,3,2,2,4,141,0,2,0,5,3980,0
3619,4,2,1,0,114,0,1,1,8,2680,0
3620,0,2,1,2,62,0,1,1,9,2181,1
3621,1,2,1,2,52,1,1,1,0,3744,0
3622,2,2,1,1,50,1,0,0,3,3878,1
3623,4,2,1,2,59,1,1,0,2,3806,0
3624,3,2,0,4,137,1,2,1,9,3279,1
3625,4,2,1,3,69,0,2,0,7,2395,1
3626,0,2,2,2,131,1,2,0,9,3544,1
3627,1,2,3,2,101,2,1,0,5,2300,0
3628,2,2,2,0,38,1,2,1,1,3066,0
3629,4,2,3,1,38,0,1,1,8,3125,0
3630,3,2,2,4,98,0,1,1,2,2820,1
3631,4,2,1,3,76,1,1,0,3,2449,0
3632,0,2,1,0,109,0,2,0,1,3383,0
3633,1,2,1,0,95,3,1,0,8,3267,1
3634,2,2,1,2,129,2,1,1,9,3734,0
3635,4,2,3,4,56,4,2,1,1,3000,1
3636,3,2,3,2,153,1,2,1,9,3083,1
3637,4,2,3,4,40,1,1,1,3,2334,1
3638,0,2,1,4,50,3,0,0,6,2640,0
3639,1,2,3,1,163,0,2,1,0,2705,0
3640,2,2,1,1,63,1,2,1,3,3626,1
3641,4,2,3,0,66,1,2,1,4,2184,1
3642,3,2,2,3,109,2,1,0,5,3143,0
3643,4,2,3,4,59,1,2,0,5,2227,1
3644,0,2,2,4,75,2,2,0,3,2267,0
3645,1,2,1,0,148,1,2,0,0,3739,1
3646,2,2,3,4,39,1,2,1,1,3881,1
3647,4,2,2,1,51,1,1,0,4,3245,0
3648,3,2,1,1,149,0,1,0,3,2617,1
3649,4,2,3,3,170,4,1,0,4,3534,0
3650,0,2,1,4,69,1,1,1,2,3466,0
3651,1,2,2,2,130,1,2,1,0,3488,1
3652,2,2,3,3,89,1,2,0,0,3010,0
3653,4,2,3,2,171,1,1,1,8,3324,1
3654,3,2,3,2,73,1,1,0,8,2403,1
3655,4,2,2,0,95,1,0,0,5,3396,1
3656,0,2,1,0,91,1,2,1,1,3226,1
3657,1,2,1,1,169,4,1,1,8,3965,0
3658,2,2,1,1,147,1,2,0,7,2213,0
3659,4,2,4,2,70,1,1,0,1,3611,0
3660,3,2,3,2,153,0,2,1,2,2549,0
3661,4,2,2,0,175,0,1,0,0,2953,0
3662,0,2,2,2,176,0,2,0,4,2778,1
3663,1,2,2,2,130,0,1,0,7,2628,0
3664,2,2,1,2,154,3,2,1,7,3801,1
3665,4,2,0,4,39,4,2,0,8,3814,1
3666,3,2,2,3,178,1,0,0,2,2318,1
3667,4,2,2,3,88,1,2,0,1,2240,1
3668,0,2,0,0,43,0,2,0,1,2622,1
3669,1,2,1,2,102,0,1,1,7,2718,1
3670,2,2,2,1,72,0,2,1,0,3226,0
3671,4,2,2,3,149,2,2,1,3,3271,1
3672,3,1,2,0,155,1,1,0,3,2485,1
3673,4,1,2,0,57,0,2,1,8,2470,0
3674,0,1,3,0,46,2,2,0,1,2831,1
3675,1,1,2,4,52,1,1,1,4,2998,0
3676,2,1,2,1,177,3,1,0,0,3093,0
3677,4,1,1,0,84,4,1,1,4,2894,1
3678,3,1,1,2,62,1,1,0,1,3273,1
3679,4,1,2,2,144,0,2,0,1,3636,0
3680,0,1,2,0,78,1,1,1,6,2905,1
3681,1,1,2,1,90,1,1,1,5,2626,0
3682,2,1,3,4,78,1,0,0,8,3994,1
3683,4,1,2,0,164,2,1,1,9,2192,1
3684,3,1,2,2,162,0,1,0,1,2421,0
3685,4,1,2,1,166,0,2,1,2,2210,1
3686,0,1,2,1,101,1,1,1,3,3834,0
3687,1,1,2,0,142,1,1,1,3,3503,1
3688,2,1,1,2,72,0,1,0,8,2706,0
3689,4,1,2,2,170,1,1,1,8,3668,1
3690,3,1,2,3,155,1,0,0,4,3513,0
3691,4,1,1,4,176,0,1,1,2,3685,1
3692,0,1,3,2,107,0,2,1,3,2424,1
3693,1,1,3,4,72,1,1,1,5,2215,0
3694,2,0,1,0,42,1,2,0,6,3587,0
3695,4,0,1,0,33,1,2,1,8,3360,1
3696,3,0,2,3,82,4,1,0,8,3344,1
3697,4,0,3,0,115,0,2,1,0,3944,1
3698,0,0,1,4,73,1,0,0,4,3791,0
3699,1,0,1,1,171,1,1,1,7,3952,0
3700,2,0,1,3,87,1,1,0,0,3985,1
3701,4,0,1,0,98,0,1,1,7,2447,1
3702,3,0,3,2,55,0,1,1,7,2844,0
3703,4,0,4,2,129,2,1,1,4,2300,1
3704,0,0,3,1,88,2,1,1,5,2271,1
3705,1,0,1,1,173,0,2,0,0,3061,0
3706,2,0,1,1,178,0,2,1,4,3232,0
3707,4,0,3,3,46,0,0,1,6,3402,0
3708,3,0,2,0,44,2,1,1,5,3146,0
3709,4,0,2,0,123,3,2,1,4,3319,0
3710,0,0,0,2,141,1,2,1,1,3392,0
3711,1,0,1,4,44,3,1,1,6,2481,1
3712,2,0,3,4,9,3,1,0,9,3474,1
3713,4,0,1,0,96,0,1,1,5,2176,0
3714,3,0,1,3,58,1,1,0,1,3072,1
3715,4,0,3,4,69,0,1,1,2,2127,1
3716,0,2,3,0,101,2,1,0,1,3642,1
3717,1,2,1,4,178,1,1,0,2,3228,0
3718,2,2,1,4,97,1,0,0,9,4016,1
3719,4,2,1,0,156,2,0,1,3,2416,0
3720,3,2,2,4,128,0,1,1,5,3076,0
3721,4,2,3,1,134,2,1,0,3,2875,1
3722,0,2,2,1,78,1,2,0,9,2431,0
3723,1,2,1,1,130,1,2,1,2,3024,1
3724,2,2,3,0,149,1,2,1,8,3734,0
3725,4,2,3,0,110,3,2,1,1,3804,0
3726,3,2,1,4,145,1,1,1,1,3059,1
3727,4,2,1,3,52,2,0,0,0,2364,0
3728,0,2,3,1,85,1,1,1,6,3907,0
3729,1,2,2,2,50,1,1,0,7,3719,1
3730,2,2,1,2,19,4,0,0,5,3683,0
3731,4,2,2,4,105,1,1,0,9,2632,1
3732,3,2,3,4,177,2,1,1,0,3293,1
3733,4,2,3,4,132,3,1,0,5,2610,0
3734,0,2,2,4,89,1,1,0,1,2448,1
3735,1,2,4,0,74,1,1,0,9,2945,0
3736,2,2,2,3,60,0,1,1,6,3098,0
3737,4,2,2,3,63,1,2,1,2,3598,0
3738,3,2,3,3,167,0,0,0,7,2999,0
3739,4,2,1,4,63,1,2,0,0,2427,1
3740,0,2,3,1,145,1,1,0,9,2359,1
3741,1,2,3,0,71,1,2,1,2,2382,1
3742,2,2,2,4,135,1,1,1,3,3167,1
3743,4,2,2,1,137,0,1,0,4,2908,0
3744,3,2,4,3,160,2,0,1,1,3101,0
3745,4,2,1,0,109,2,0,0,2,2536,0
3746,0,2,0,1,84,0,0,1,0,2518,0
3747,1,2,0,2,91,0,2,0,9,3983,0
3748,2,2,1,3,154,0,2,1,0,3007,1
3749,4,2,2,3,177,0,1,1,8,3225,0
3750,3,2,1,4,128,0,1,0,9,2553,0
3751,4,2,1,1,99,0,2,1,7,2476,0
3752,0,2,2,1,52,0,1,1,8,2446,0
3753,1,2,1,3,85,0,2,0,3,2727,0
3754,2,2,3,0,15,2,0,0,1,4003,1
3755,4,2,1,1,85,1,2,0,8,2279,0
3756,3,2,1,1,12,2,1,0,4,2880,0
3757,4,2,2,4,92,3,1,0,0,4024,1
3758,0,2,4,2,135,2,1,0,6,2654,1
3759,1,2,0,2,134,1,1,0,3,3201,0
3760,2,2,2,2,101,0,1,1,6,3503,0
3761,4,2,1,0,156,1,0,0,5,3179,0
3762,3,2,4,3,141,3,2,0,1,3491,1
3763,4,2,2,3,86,1,2,0,7,3506,1
3764,0,2,3,3,145,1,0,1,5,2273,0
3765,1,2,2,3,151,0,2,0,5,3866,1
3766,2,2,3,1,60,2,1,1,7,3095,0
3767,4,2,3,3,93,1,1,1,6,2836,1
3768,3,2,2,0,144,2,1,1,8,2576,1
3769,4,2,1,0,100,1,2,1,7,2619,0
3770,0,2,1,4,61,1,1,1,6,3178,0
3771,1,2,0,1,107,2,2,1,9,3802,0
3772,2,2,1,4,60,6,2,0,8,2829,1
3773,4,2,1,2,76,4,2,0,4,3426,1
3774,3,2,2,1,108,0,1,0,0,2635,0
3775,4,2,2,1,187,5,0,0,8,3318,1
3776,0,2,2,3,161,7,2,1,3,2806,0
3777,1,2,0,3,51,0,2,1,2,3210,1
3778,2,2,2,1,133,1,1,0,5,3735,1
3779,4,2,0,0,15,0,1,0,0,2409,1
3780,3,2,1,2,135,0,0,0,7,3101,0
3781,4,2,2,0,101,1,1,0,5,3112,0
3782,0,2,2,0,61,0,2,0,4,3693,0
3783,1,2,1,2,105,7,0,1,9,3346,0
3784,2,2,2,2,151,7,0,1,9,3690,0
3785,4,2,3,4,88,1,1,0,4,3125,0
3786,3,2,1,1,48,7,0,0,2,3082,0
3787,4,2,1,3,149,2,1,1,8,2255,0
3788,0,2,1,2,67,1,1,1,4,3685,0
3789,1,2,1,0,58,7,2,0,2,2626,0
3790,2,2,2,1,149,0,1,1,7,3903,1
3791,4,2,1,2,172,7,2,1,1,3673,1
3792,3,2,2,0,84,1,1,0,0,3723,0
3793,4,2,0,1,134,1,1,0,6,2975,0
3794,0,2,2,0,101,0,1,0,1,3729,0
3795,1,2,1,4,156,1,0,0,3,2363,0
3796,2,2,4,3,141,3,2,0,9,3489,0
3797,4,2,2,1,86,1,2,1,6,2806,1
3798,3,2,3,0,145,1,0,1,7,3369,1
3799,4,2,2,2,151,0,2,0,2,2949,1
3800,0,2,3,3,60,2,1,1,0,3586,1
3801,1,2,3,1,93,1,1,0,0,3991,0
3802,2,2,2,0,144,2,1,0,6,3936,1
3803,4,2,1,3,100,1,2,1,7,3272,0
3804,3,2,1,2,61,1,1,1,8,3841,1
3805,4,2,0,0,107,2,2,0,3,2261,0
3806,0,2,1,1,60,6,2,1,5,3684,1
3807,1,2,1,3,76,4,2,0,0,2716,0
3808,2,2,2,0,108,0,1,1,6,3831,0
3809,4,1,2,2,187,5,0,0,0,2332,1
3810,3,1,2,2,161,7,2,0,2,3912,1
3811,4,1,0,4,51,0,2,0,7,3552,0
3812,0,1,2,2,133,1,1,1,4,3293,1
3813,1,1,0,4,15,0,1,1,3,2578,1
3814,2,1,1,3,135,0,0,0,5,2559,0
3815,4,1,2,1,101,1,1,1,1,2230,1
3816,3,1,2,3,61,0,2,1,7,3455,0
3817,4,1,1,3,105,7,0,0,6,2795,0
3818,0,1,2,2,151,7,0,1,9,3913,0
3819,1,1,3,4,88,1,1,0,1,3834,0
3820,2,1,1,3,48,7,0,1,7,2549,0
3821,4,1,1,3,149,2,1,1,3,3257,1
3822,3,1,1,4,67,1,1,1,4,2670,0
3823,4,1,1,2,58,7,2,0,0,3303,1
3824,0,1,2,1,149,0,1,1,0,4003,0
3825,1,1,1,1,172,7,2,1,8,2587,0
3826,2,1,2,2,84,1,1,1,6,3761,0
3827,4,1,1,2,86,2,1,1,9,669,1
3828,3,1,2,1,68,0,1,0,6,112,0
3829,4,1,4,3,40,1,1,1,1,183,0
3830,0,1,4,1,194,3,2,1,7,494,1
3831,1,0,4,0,38,1,2,1,9,272,1
3832,2,0,2,0,119,1,1,0,1,3614,1
3833,4,0,2,3,117,2,1,1,1,3889,1
3834,3,0,3,1,36,1,2,0,3,2580,1
3835,4,0,1,4,124,2,1,1,1,2426,0
3836,0,0,1,3,119,0,1,0,7,3727,0
3837,1,0,4,4,116,0,1,0,4,2896,1
3838,2,0,2,0,94,2,2,0,4,3619,1
3839,4,0,3,1,75,1,1,1,2,2844,1
3840,3,0,2,1,57,0,2,0,3,2189,1
3841,4,0,1,0,68,1,2,1,1,3541,0
3842,0,0,3,3,76,0,1,1,4,2655,1
3843,1,0,1,0,103,4,2,0,6,2897,0
3844,2,0,1,1,67,1,2,1,5,2436,0
3845,4,0,3,1,167,1,1,1,8,2795,1
3846,3,0,1,3,60,1,2,1,6,2734,0
3847,4,0,2,2,110,2,1,1,0,2696,1
3848,0,0,1,3,128,0,1,1,7,2278,0
3849,1,0,1,2,125,0,2,0,4,2321,1
3850,2,0,2,2,125,2,1,0,0,2952,0
3851,4,0,0,2,167,1,2,0,9,2872,0
3852,3,0,4,3,52,2,1,0,9,3166,0
3853,4,2,1,2,136,1,1,0,8,3097,1
3854,0,2,1,0,43,1,2,0,2,3879,1
3855,1,2,1,2,89,2,1,0,5,2137,0
3856,2,2,1,1,87,1,2,1,8,2397,0
3857,4,2,3,0,149,0,2,0,1,2968,1
3858,3,2,1,2,63,2,2,1,8,2330,0
3859,4,2,3,1,153,1,2,1,5,3280,0
3860,0,2,2,4,137,0,2,1,9,3897,1
3861,1,2,2,4,130,0,0,1,1,3912,1
3862,2,2,3,0,56,1,2,0,5,2831,0
3863,4,2,0,3,47,4,2,0,0,3567,0
3864,3,2,4,1,122,4,2,1,0,2659,1
3865,4,2,1,3,113,1,2,1,1,3059,0
3866,0,2,0,1,61,0,2,1,8,3907,0
3867,1,2,2,2,122,0,2,1,5,2525,1
3868,2,2,2,2,139,1,0,0,9,2288,0
3869,4,2,3,4,157,0,2,0,1,2475,0
3870,3,2,1,1,115,1,0,1,6,2261,1
3871,4,2,2,1,169,2,2,1,2,2398,1
3872,0,2,2,1,105,1,2,1,6,3993,1
3873,1,2,2,4,120,1,2,1,0,3238,1
3874,2,2,0,4,80,1,1,0,3,3516,0
3875,4,2,2,4,59,1,2,1,7,3009,0
3876,3,2,2,3,170,0,1,0,1,2404,0
3877,4,2,2,2,154,4,2,1,6,3192,1
3878,0,2,3,1,109,2,1,1,5,3539,0
3879,1,2,3,1,79,1,1,1,0,2140,0
3880,2,2,1,1,164,2,0,0,2,2533,0
3881,4,2,1,1,61,1,0,0,0,3455,0
3882,3,2,3,2,186,1,2,1,4,2741,1
3883,4,2,1,3,142,1,2,0,7,3398,1
3884,0,2,1,3,91,0,2,1,3,3213,1
3885,1,2,1,2,8,3,1,0,4,2740,0
3886,2,2,3,3,134,1,1,1,0,2823,0
3887,4,2,2,2,78,0,1,1,9,3606,0
3888,3,2,3,2,141,0,2,1,2,3190,0
3889,4,2,1,0,106,0,2,0,6,2610,1
3890,0,2,1,0,108,1,2,1,3,3931,1
3891,1,2,1,3,147,0,0,1,6,2145,0
3892,2,2,2,0,69,0,2,0,4,3095,1
3893,4,2,0,3,73,2,1,0,2,3051,1
3894,3,2,0,2,101,1,1,0,6,2730,0
3895,4,2,3,4,167,0,2,1,7,2461,0
3896,0,2,2,0,151,0,1,1,2,2230,0
3897,1,2,2,3,111,1,1,1,8,2427,0
3898,2,2,2,3,59,0,2,0,8,3017,1
3899,4,2,2,4,78,0,1,1,9,3802,0
3900,3,2,1,1,124,1,2,1,7,2264,0
3901,4,2,3,4,96,1,2,1,4,3026,1
3902,0,2,3,2,135,1,2,0,1,2831,0
3903,1,2,2,0,141,1,1,0,9,3439,0
3904,2,2,2,0,91,1,2,1,7,3904,0
3905,4,2,3,3,45,2,0,0,4,3498,1
3906,3,2,2,3,176,3,1,0,2,3310,0
3907,4,2,1,0,133,1,1,1,4,3054,1
3908,0,2,2,1,77,0,2,1,8,2420,0
3909,1,2,0,0,175,0,1,1,6,3907,0
3910,2,2,2,4,150,1,2,0,6,3039,0
3911,4,2,2,2,8,2,2,1,2,2649,0
3912,3,2,2,3,25,3,1,0,7,2348,1
3913,4,2,1,2,116,1,2,0,9,3964,0
3914,0,2,1,0,43,3,2,0,4,2672,0
3915,1,2,1,3,154,1,1,1,9,3732,0
3916,2,2,2,3,176,0,1,1,9,2916,1
3917,4,2,4,0,64,3,2,1,7,4007,0
3918,3,2,3,0,74,2,1,0,3,2942,1
3919,4,2,2,0,164,0,1,0,0,3083,1
3920,0,2,0,0,72,1,1,0,6,2130,0
3921,1,2,2,1,165,0,2,1,6,3802,0
3922,2,2,3,3,21,1,2,0,3,3393,0
3923,4,2,2,1,55,2,2,0,4,3522,0
3924,3,2,3,0,85,0,2,0,3,3627,1
3925,4,2,4,0,155,2,1,1,1,3702,0
3926,0,2,0,2,82,1,2,0,7,2558,1
3927,1,2,1,0,131,1,1,1,9,2418,1
3928,2,2,2,2,110,2,2,1,0,2904,1
3929,4,2,2,3,85,2,1,1,3,3805,0
3930,3,2,2,4,21,3,2,0,0,2489,0
3931,4,2,0,3,91,4,2,0,8,2499,0
3932,0,2,3,2,123,2,2,1,4,2215,0
3933,1,2,4,2,184,1,1,1,6,2718,1
3934,2,2,4,4,82,1,1,0,4,2215,0
3935,4,2,1,0,43,0,2,1,2,2342,0
3936,3,2,1,4,41,0,1,0,5,3752,1
3937,4,2,3,2,152,0,1,0,5,3895,1
3938,0,2,1,4,163,1,1,0,9,4003,0
3939,1,2,2,4,43,1,2,1,4,3200,0
3940,2,2,1,4,171,0,2,1,3,2799,0
3941,4,2,1,4,175,2,2,1,0,3884,1
3942,3,2,3,0,85,2,2,0,3,3558,0
3943,4,2,2,4,126,0,2,1,1,2535,0
3944,0,2,1,4,63,0,2,1,5,3838,0
3945,1,2,1,3,142,0,2,1,2,3015,0
3946,2,1,3,2,160,4,2,0,4,3661,1
3947,4,1,2,1,106,1,1,1,8,3038,0
3948,3,1,2,0,162,1,2,1,1,2304,0
3949,4,1,2,4,78,1,2,0,7,3625,0
3950,0,1,2,2,174,0,1,1,6,3848,0
3951,1,1,2,0,119,1,1,1,8,2652,0
3952,2,1,1,0,158,2,2,1,8,2671,0
3953,4,1,4,3,157,0,1,0,8,3997,0
3954,3,1,1,1,173,2,2,1,0,3832,0
3955,4,1,2,0,128,3,1,0,6,3779,0
3956,0,1,1,0,61,1,2,1,0,2502,0
3957,1,1,1,2,154,1,1,0,4,2723,0
3958,2,1,4,0,36,2,2,1,4,3303,1
3959,4,1,3,1,160,1,2,1,5,3652,1
3960,3,1,2,1,141,1,1,1,0,3191,0
3961,4,1,3,0,103,0,2,1,6,2757,1
3962,0,1,1,3,90,1,2,1,6,2638,0
3963,1,1,2,4,117,1,2,0,6,2231,0
3964,2,1,1,0,164,0,2,0,5,2444,0
3965,4,1,4,0,151,1,1,1,0,2735,1
3966,3,1,2,2,82,0,2,0,8,2435,1
3967,4,1,1,0,39,0,1,1,6,3726,0
3968,0,0,1,2,138,1,2,0,2,2303,1
3969,1,0,2,4,118,1,0,0,0,2126,0
3970,2,0,2,0,78,1,1,0,7,3602,0
3971,4,0,3,4,166,0,2,1,7,2398,0
3972,3,0,2,0,84,1,0,0,4,2457,0
3973,4,0,3,1,69,0,2,0,5,2910,1
3974,0,0,2,0,54,1,1,0,9,2575,0
3975,1,0,3,3,131,0,1,0,8,3750,1
3976,2,0,3,0,124,1,2,1,7,3770,1
3977,4,0,3,4,159,0,2,1,0,2702,1
3978,3,0,1,1,106,0,2,1,4,3209,1
